Rider_name,Rider_number,Team,Leader,GC_at_start_of_the_stage,GC_Total_riding_time,GC_Gap_at_start_of_stage,Finish_Time,km169.5_Group,km169.5_Position,km169.5_Elapsed_time,km169.5_Gap_to_previous_group,km169.5_Average_speed,km169.5_Current_speed,km169.5_Gradient,km169.5_GC_prov_position,km169.5_GC_prov_delay,km169.5_GC_riding_time,km160_Group,km160_Position,km160_Elapsed_time,km160_Gap_to_previous_group,km160_Average_speed,km160_Current_speed,km160_Gradient,km160_GC_prov_position,km160_GC_prov_delay,km160_GC_riding_time,km150_Group,km150_Position,km150_Elapsed_time,km150_Gap_to_previous_group,km150_Average_speed,km150_Current_speed,km150_Gradient,km150_GC_prov_position,km150_GC_prov_delay,km150_GC_riding_time,km140_Group,km140_Position,km140_Elapsed_time,km140_Gap_to_previous_group,km140_Average_speed,km140_Current_speed,km140_Gradient,km140_GC_prov_position,km140_GC_prov_delay,km140_GC_riding_time,km130_Group,km130_Position,km130_Elapsed_time,km130_Gap_to_previous_group,km130_Average_speed,km130_Current_speed,km130_Gradient,km130_GC_prov_position,km130_GC_prov_delay,km130_GC_riding_time,km120_Group,km120_Position,km120_Elapsed_time,km120_Gap_to_previous_group,km120_Average_speed,km120_Current_speed,km120_Gradient,km120_GC_prov_position,km120_GC_prov_delay,km120_GC_riding_time,km110_Group,km110_Position,km110_Elapsed_time,km110_Gap_to_previous_group,km110_Average_speed,km110_Current_speed,km110_Gradient,km110_GC_prov_position,km110_GC_prov_delay,km110_GC_riding_time,km100_Group,km100_Position,km100_Elapsed_time,km100_Gap_to_previous_group,km100_Average_speed,km100_Current_speed,km100_Gradient,km100_GC_prov_position,km100_GC_prov_delay,km100_GC_riding_time,km90_Group,km90_Position,km90_Elapsed_time,km90_Gap_to_previous_group,km90_Average_speed,km90_Current_speed,km90_Gradient,km90_GC_prov_position,km90_GC_prov_delay,km90_GC_riding_time,km80_Group,km80_Position,km80_Elapsed_time,km80_Gap_to_previous_group,km80_Average_speed,km80_Current_speed,km80_Gradient,km80_GC_prov_position,km80_GC_prov_delay,km80_GC_riding_time,km70_Group,km70_Position,km70_Elapsed_time,km70_Gap_to_previous_group,km70_Average_speed,km70_Current_speed,km70_Gradient,km70_GC_prov_position,km70_GC_prov_delay,km70_GC_riding_time,km60_Group,km60_Position,km60_Elapsed_time,km60_Gap_to_previous_group,km60_Average_speed,km60_Current_speed,km60_Gradient,km60_GC_prov_position,km60_GC_prov_delay,km60_GC_riding_time,km50_Group,km50_Position,km50_Elapsed_time,km50_Gap_to_previous_group,km50_Average_speed,km50_Current_speed,km50_Gradient,km50_GC_prov_position,km50_GC_prov_delay,km50_GC_riding_time,km40_Group,km40_Position,km40_Elapsed_time,km40_Gap_to_previous_group,km40_Average_speed,km40_Current_speed,km40_Gradient,km40_GC_prov_position,km40_GC_prov_delay,km40_GC_riding_time,km30_Group,km30_Position,km30_Elapsed_time,km30_Gap_to_previous_group,km30_Average_speed,km30_Current_speed,km30_Gradient,km30_GC_prov_position,km30_GC_prov_delay,km30_GC_riding_time,km20_Group,km20_Position,km20_Elapsed_time,km20_Gap_to_previous_group,km20_Average_speed,km20_Current_speed,km20_Gradient,km20_GC_prov_position,km20_GC_prov_delay,km20_GC_riding_time,km15_Group,km15_Position,km15_Elapsed_time,km15_Gap_to_previous_group,km15_Average_speed,km15_Current_speed,km15_Gradient,km15_GC_prov_position,km15_GC_prov_delay,km15_GC_riding_time,km10_Group,km10_Position,km10_Elapsed_time,km10_Gap_to_previous_group,km10_Average_speed,km10_Current_speed,km10_Gradient,km10_GC_prov_position,km10_GC_prov_delay,km10_GC_riding_time,km5_Group,km5_Position,km5_Elapsed_time,km5_Gap_to_previous_group,km5_Average_speed,km5_Current_speed,km5_Gradient,km5_GC_prov_position,km5_GC_prov_delay,km5_GC_riding_time,km0_Group,km0_Position,km0_Elapsed_time,km0_Gap_to_previous_group,km0_Average_speed,km0_Current_speed,km0_Gradient,km0_GC_prov_position,km0_GC_prov_delay,km0_GC_riding_time
D. MARTINEZ POVEDA,14,EFD,no,46,50h 34' 31'',1:09:48,03h 48' 03'',Main group,11,+0'00'',+0'00'',0 km/h,0 km/h,0%,46,1:09:48,50:34:31,Main group,150,+0'58'',+0'25'',50.33 km/h,37.26 km,-4%,45,1:09:48,50:57:26,Main group,139,+1'45'',+0'49'',55.24 km/h,44.82 km,-2%,45,1:09:48,51:11:17,Main group,113,+3'20'',+3'20'',48.53 km/h,50.29 km,-1%,45,1:09:48,51:24:32,Main group,90,+2'14'',+2'14'',51.24 km/h,85.93 km,-6%,45,1:09:48,51:37:02,Main group,121,+1'42'',+1'42'',40.69 km/h,53.68 km,-,45,1:09:48,51:49:20,Main group,111,+1'34'',+1'34'',41.32 km/h,39.46 km,-1%,45,1:09:48,52:01:37,Main group,104,+2'00'',+2'00'',37.34 km/h,41.98 km,-2%,45,1:09:48,52:14:29,Main group,133,+2'10'',+2'10'',43.82 km/h,40.03 km,-,45,1:09:48,52:28:21,Main group,144,+2'06'',+2'06'',39.27 km/h,37.48 km,3%,45,1:09:48,52:39:51,Main group,95,+1'30'',+1'30'',45.11 km/h,44.82 km,-,45,1:09:48,52:52:30,Main group,97,+1'00'',+1'00'',29.51 km/h,23.08 km,5%,45,1:09:48,53:04:27,Main group,133,+0'51'',+0'51'',40.25 km/h,32.22 km,-2%,45,1:09:48,53:17:42,Main group,145,+0'57'',+0'57'',38.75 km/h,31.07 km,3%,45,1:09:48,53:30:05,Main group,148,+0'35'',+0'35'',41.52 km/h,33.84 km,-,45,1:09:48,53:42:48,Main group,133,+0'47'',+0'47'',38.57 km/h,64.62 km,-3%,45,1:09:48,53:55:20,Main group,133,+0'25'',+0'25'',59.39 km/h,49.68 km,-,45,1:09:48,54:00:49,Main group,111,+0'24'',+0'24'',55.32 km/h,55.91 km,-1%,45,1:09:48,54:07:34,Main group,125,+0'00'',+0'00'',49.42 km/h,51.30 km,-1%,45,1:09:48,54:13:49,Stragglers,136,+2'08'',-,-,-,-,45,1:11:56,54:22:34
T. PHINNEY,15,EFD,no,132,51h 28' 02'',2:03:19,03h 45' 55'',Main group,12,+0'00'',+0'00'',0 km/h,0 km/h,0%,132,2:03:19,51:28:02,Main group,50,+0'58'',+0'25'',50.86 km/h,41.87 km,-5%,130,2:03:19,51:50:57,Main group,36,+1'45'',+0'49'',55.37 km/h,44.68 km,-3%,130,2:03:19,52:04:48,Main group,79,+3'20'',+3'20'',48.84 km/h,52.13 km,-1%,130,2:03:19,52:18:03,Main group,44,+2'14'',+2'14'',52.44 km/h,84.31 km,-5%,130,2:03:19,52:30:33,Main group,28,+1'42'',+1'42'',40.70 km/h,46.58 km,-,130,2:03:19,52:42:51,Main group,60,+1'34'',+1'34'',40.82 km/h,38.74 km,-1%,130,2:03:19,52:55:08,Main group,147,+2'00'',+2'00'',37.85 km/h,37.66 km,-2%,130,2:03:19,53:08:00,Main group,71,+2'10'',+2'10'',44.38 km/h,43.92 km,-,130,2:03:19,53:21:52,Main group,67,+2'06'',+2'06'',38.25 km/h,37.69 km,3%,130,2:03:19,53:33:22,Main group,133,+1'30'',+1'30'',44.62 km/h,44.50 km,-,130,2:03:19,53:46:01,Main group,82,+1'00'',+1'00'',29.92 km/h,21.17 km,5%,130,2:03:19,53:57:58,Main group,33,+0'51'',+0'51'',40.39 km/h,37.19 km,-2%,130,2:03:19,54:11:13,Main group,132,+0'57'',+0'57'',38.52 km/h,31.86 km,4%,130,2:03:19,54:23:36,Main group,86,+0'35'',+0'35'',40.93 km/h,37.22 km,-,130,2:03:19,54:36:19,Main group,79,+0'47'',+0'47'',39.52 km/h,63.18 km,-3%,130,2:03:19,54:48:51,Main group,60,+0'25'',+0'25'',59.43 km/h,54.11 km,-,130,2:03:19,54:54:20,Main group,46,+0'24'',+0'24'',55.09 km/h,56.52 km,-1%,130,2:03:19,55:01:05,Main group,37,+0'00'',+0'00'',49.39 km/h,53.75 km,-,130,2:03:19,55:07:20,Main group,10,+0'00'',-,-,-,-,130,2:03:19,55:13:57
P. ROLLAND,16,EFD,no,30,50h 13' 00'',0:48:17,03h 47' 18'',Main group,13,+0'00'',+0'00'',0 km/h,0 km/h,0%,30,0:48:17,50:13:00,Main group,109,+0'58'',+0'25'',50.20 km/h,35.39 km,-4%,29,0:48:17,50:35:55,Main group,150,+1'45'',+0'49'',55.61 km/h,44.21 km,-2%,29,0:48:17,50:49:46,Main group,107,+3'20'',+3'20'',49.09 km/h,50.58 km,-1%,29,0:48:17,51:03:01,Main group,81,+2'14'',+2'14'',51.05 km/h,87.66 km,-6%,29,0:48:17,51:15:31,Main group,119,+1'42'',+1'42'',40.63 km/h,49.50 km,-,29,0:48:17,51:27:49,Main group,121,+1'34'',+1'34'',41.30 km/h,39.46 km,-1%,29,0:48:17,51:40:06,Main group,148,+2'00'',+2'00'',35.82 km/h,41.00 km,-2%,29,0:48:17,51:52:58,Main group,131,+2'10'',+2'10'',44.74 km/h,42.84 km,-,29,0:48:17,52:06:50,Main group,137,+2'06'',+2'06'',39.51 km/h,38.02 km,3%,29,0:48:17,52:18:20,Main group,93,+1'30'',+1'30'',46.00 km/h,44.75 km,-,29,0:48:17,52:30:59,Main group,43,+1'00'',+1'00'',29.49 km/h,23.94 km,5%,29,0:48:17,52:42:56,Main group,8,+0'51'',+0'51'',40.87 km/h,38.70 km,-2%,29,0:48:17,52:56:11,Main group,122,+0'57'',+0'57'',38.80 km/h,30.46 km,4%,29,0:48:17,53:08:34,Main group,141,+0'35'',+0'35'',41.66 km/h,32.87 km,-,29,0:48:17,53:21:17,Main group,130,+0'47'',+0'47'',39.40 km/h,64.44 km,-3%,29,0:48:17,53:33:49,Main group,123,+0'25'',+0'25'',59.42 km/h,50.18 km,-,29,0:48:17,53:39:18,Main group,85,+0'24'',+0'24'',55.53 km/h,56.12 km,-1%,29,0:48:17,53:46:03,Main group,122,+0'00'',+0'00'',49.28 km/h,52.06 km,-1%,29,0:48:17,53:52:18,Stragglers,85,+1'23'',-,-,-,-,29,0:49:40,54:00:18
T. SCULLY,17,EFD,no,129,51h 24' 53'',2:00:10,03h 48' 40'',Main group,14,+0'00'',+0'00'',0 km/h,0 km/h,0%,129,2:00:10,51:24:53,Front of the race,1,00h 21' 57'',+0'00'',54.65 km/h,53.74 km,-2%,127,1:59:12,51:46:50,Front of the race,2,+0'00'',+0'00'',60.30 km/h,55.51 km,-,127,1:58:25,51:59:54,Front of the race,1,00h 46' 41'',+0'00'',45.13 km/h,45.61 km,-,123,1:56:50,52:11:34,Front of the race,3,+0'00'',+0'00'',59.93 km/h,66.56 km,-5%,127,1:57:56,52:25:10,Front of the race,3,+0'00'',+0'00'',38.44 km/h,43.06 km,-,127,1:58:28,52:38:00,Front of the race,4,+0'00'',+0'00'',39.96 km/h,35.03 km,-,127,1:58:36,52:50:25,Front of the race,4,+0'00'',+0'00'',46.22 km/h,47.41 km,-,127,1:58:10,53:02:51,Front of the race,4,+0'00'',+0'00'',43.91 km/h,46.15 km,-1%,127,1:58:00,53:16:33,Front of the race,3,+0'00'',+0'00'',39.80 km/h,46.84 km,-2%,127,1:58:04,53:28:07,Front of the race,1,02h 16' 29'',+0'00'',40.80 km/h,43.42 km,-1%,127,1:58:40,53:41:22,Front of the race,1,02h 28' 56'',+0'00'',27.58 km/h,43.81 km,-2%,127,1:59:10,53:53:49,Front of the race,4,+0'00'',+0'00'',42.28 km/h,54.11 km,-1%,127,1:59:19,54:07:13,Front of the race,1,02h 54' 37'',+0'00'',32.81 km/h,27.72 km,4%,127,1:59:13,54:19:30,Front of the race,1,03h 07' 42'',+0'00'',40.82 km/h,46.15 km,-2%,127,1:59:35,54:32:35,Main group,72,+0'47'',+0'47'',35.42 km/h,63.47 km,-3%,127,2:00:10,54:45:42,Main group,126,+0'25'',+0'25'',59.00 km/h,48.78 km,-,127,2:00:10,54:51:11,Main group,143,+0'24'',+0'24'',55.29 km/h,57.02 km,-1%,127,2:00:10,54:57:56,Main group,136,+0'00'',+0'00'',49.28 km/h,52.45 km,-2%,127,2:00:10,55:04:11,Stragglers,149,+2'45'',-,-,-,-,129,2:02:55,55:13:33
S. VANMARCKE,18,EFD,no,96,51h 06' 27'',1:41:44,03h 46' 09'',Main group,15,+0'00'',+0'00'',0 km/h,0 km/h,0%,96,1:41:44,51:06:27,Main group,26,+0'58'',+0'25'',51.11 km/h,42.80 km,-5%,94,1:41:44,51:29:22,Main group,37,+1'45'',+0'49'',54.76 km/h,45.00 km,-3%,94,1:41:44,51:43:13,Main group,97,+3'20'',+3'20'',49.04 km/h,51.12 km,-1%,95,1:41:44,51:56:28,Main group,130,+2'14'',+2'14'',51.42 km/h,85.82 km,-7%,94,1:41:44,52:08:58,Main group,138,+1'42'',+1'42'',40.99 km/h,49.50 km,-,94,1:41:44,52:21:16,Main group,128,+1'34'',+1'34'',41.92 km/h,38.41 km,-1%,94,1:41:44,52:33:33,Main group,132,+2'00'',+2'00'',37.81 km/h,41.33 km,-2%,94,1:41:44,52:46:25,Main group,134,+2'10'',+2'10'',44.30 km/h,42.01 km,-,94,1:41:44,53:00:17,Main group,141,+2'06'',+2'06'',40.04 km/h,38.77 km,3%,94,1:41:44,53:11:47,Main group,122,+1'30'',+1'30'',44.77 km/h,42.77 km,-,94,1:41:44,53:24:26,Main group,105,+1'00'',+1'00'',29.20 km/h,26.03 km,5%,94,1:41:44,53:36:23,Main group,118,+0'51'',+0'51'',40.92 km/h,33.48 km,-2%,94,1:41:44,53:49:38,Main group,143,+0'57'',+0'57'',38.35 km/h,30.96 km,3%,94,1:41:44,54:02:01,Main group,75,+0'35'',+0'35'',41.63 km/h,33.37 km,-,94,1:41:44,54:14:44,Main group,48,+0'47'',+0'47'',39.69 km/h,62.93 km,-2%,94,1:41:44,54:27:16,Main group,58,+0'25'',+0'25'',59.63 km/h,55.37 km,-,94,1:41:44,54:32:45,Main group,89,+0'24'',+0'24'',55.36 km/h,54.18 km,-1%,94,1:41:44,54:39:30,Main group,52,+0'00'',+0'00'',49.62 km/h,51.95 km,-,94,1:41:44,54:45:45,Stragglers,56,+0'14'',-,-,-,-,95,1:41:58,54:52:36
R. BARDET,21,ALM,no,6,49h 27' 50'',0:03:07,03h 45' 55'',Main group,16,+0'00'',+0'00'',0 km/h,0 km/h,0%,6,0:03:07,49:27:50,Main group,138,+0'58'',+0'25'',49.77 km/h,35.89 km,-4%,5,0:03:07,49:50:45,Main group,51,+1'45'',+0'49'',55.16 km/h,43.85 km,-2%,5,0:03:07,50:04:36,Main group,147,+3'20'',+3'20'',43.83 km/h,56.16 km,-1%,5,0:03:07,50:17:51,Main group,58,+2'14'',+2'14'',51.99 km/h,84.20 km,-5%,5,0:03:07,50:30:21,Main group,33,+1'42'',+1'42'',41.20 km/h,52.16 km,-,5,0:03:07,50:42:39,Main group,50,+1'34'',+1'34'',41.11 km/h,41.58 km,-1%,5,0:03:07,50:54:56,Main group,68,+2'00'',+2'00'',37.25 km/h,43.45 km,-3%,5,0:03:07,51:07:48,Main group,62,+2'10'',+2'10'',44.08 km/h,43.31 km,-,5,0:03:07,51:21:40,Main group,55,+2'06'',+2'06'',38.00 km/h,37.98 km,3%,5,0:03:07,51:33:10,Main group,76,+1'30'',+1'30'',45.04 km/h,45.43 km,-,5,0:03:07,51:45:49,Main group,112,+1'00'',+1'00'',29.03 km/h,25.70 km,5%,5,0:03:07,51:57:46,Main group,75,+0'51'',+0'51'',39.72 km/h,35.14 km,-2%,5,0:03:07,52:11:01,Main group,62,+0'57'',+0'57'',39.12 km/h,29.12 km,4%,5,0:03:07,52:23:24,Main group,89,+0'35'',+0'35'',41.14 km/h,39.89 km,-,5,0:03:07,52:36:07,Main group,6,+0'47'',+0'47'',38.91 km/h,64.30 km,-2%,5,0:03:07,52:48:39,Main group,40,+0'25'',+0'25'',59.09 km/h,51.95 km,-,5,0:03:07,52:54:08,Main group,54,+0'24'',+0'24'',55.58 km/h,55.69 km,-1%,5,0:03:07,53:00:53,Main group,22,+0'00'',+0'00'',49.58 km/h,54.00 km,-,5,0:03:07,53:07:08,Main group,22,+0'00'',-,-,-,-,5,0:03:07,53:13:45
S. DILLIER,22,ALM,no,97,51h 06' 35'',1:41:52,03h 46' 38'',Main group,17,+0'00'',+0'00'',0 km/h,0 km/h,0%,97,1:41:52,51:06:35,Main group,98,+0'58'',+0'25'',49.17 km/h,37.01 km,-4%,95,1:41:52,51:29:30,Main group,58,+1'45'',+0'49'',55.31 km/h,42.88 km,-2%,95,1:41:52,51:43:21,Main group,36,+3'20'',+3'20'',48.77 km/h,49.61 km,-1%,96,1:41:52,51:56:36,Main group,59,+2'14'',+2'14'',52.72 km/h,82.22 km,-5%,95,1:41:52,52:09:06,Main group,65,+1'42'',+1'42'',40.10 km/h,47.84 km,-,95,1:41:52,52:21:24,Main group,45,+1'34'',+1'34'',41.37 km/h,41.29 km,-1%,95,1:41:52,52:33:41,Main group,65,+2'00'',+2'00'',36.92 km/h,37.94 km,-3%,95,1:41:52,52:46:33,Main group,61,+2'10'',+2'10'',43.47 km/h,43.27 km,-,95,1:41:52,53:00:25,Main group,35,+2'06'',+2'06'',38.05 km/h,38.84 km,3%,95,1:41:52,53:11:55,Main group,43,+1'30'',+1'30'',45.32 km/h,49.46 km,-1%,95,1:41:52,53:24:34,Main group,98,+1'00'',+1'00'',29.07 km/h,19.55 km,5%,95,1:41:52,53:36:31,Main group,61,+0'51'',+0'51'',39.65 km/h,34.13 km,-2%,95,1:41:52,53:49:46,Main group,148,+0'57'',+0'57'',37.91 km/h,23.72 km,4%,95,1:41:52,54:02:09,Main group,87,+0'35'',+0'35'',41.26 km/h,35.17 km,-,95,1:41:52,54:14:52,Main group,13,+0'47'',+0'47'',39.17 km/h,63.32 km,-2%,95,1:41:52,54:27:24,Main group,54,+0'25'',+0'25'',59.76 km/h,52.09 km,-,95,1:41:52,54:32:53,Main group,69,+0'24'',+0'24'',55.17 km/h,55.48 km,-1%,95,1:41:52,54:39:38,Main group,70,+0'00'',+0'00'',49.93 km/h,52.52 km,-1%,95,1:41:52,54:45:53,Stragglers,67,+0'43'',-,-,-,-,96,1:42:35,54:53:13
M. FRANK,24,ALM,no,43,50h 32' 03'',1:07:20,03h 48' 03'',Main group,18,+0'00'',+0'00'',0 km/h,0 km/h,0%,43,1:07:20,50:32:03,Main group,140,+0'58'',+0'25'',51.28 km/h,34.88 km,-4%,42,1:07:20,50:54:58,Main group,54,+1'45'',+0'49'',56.67 km/h,44.14 km,-2%,42,1:07:20,51:08:49,Main group,146,+3'20'',+3'20'',43.53 km/h,57.46 km,-1%,42,1:07:20,51:22:04,Main group,43,+2'14'',+2'14'',52.25 km/h,85.82 km,-5%,42,1:07:20,51:34:34,Main group,47,+1'42'',+1'42'',41.64 km/h,48.71 km,-,42,1:07:20,51:46:52,Main group,46,+1'34'',+1'34'',41.24 km/h,42.05 km,-1%,42,1:07:20,51:59:09,Main group,70,+2'00'',+2'00'',37.46 km/h,42.95 km,-3%,42,1:07:20,52:12:01,Main group,69,+2'10'',+2'10'',44.12 km/h,45.61 km,-,42,1:07:20,52:25:53,Main group,94,+2'06'',+2'06'',39.24 km/h,34.78 km,3%,42,1:07:20,52:37:23,Main group,60,+1'30'',+1'30'',45.82 km/h,49.36 km,-,42,1:07:20,52:50:02,Main group,118,+1'00'',+1'00'',29.27 km/h,22.75 km,5%,42,1:07:20,53:01:59,Main group,146,+0'51'',+0'51'',40.38 km/h,29.81 km,-,42,1:07:20,53:15:14,Main group,112,+0'57'',+0'57'',38.89 km/h,35.46 km,4%,42,1:07:20,53:27:37,Main group,96,+0'35'',+0'35'',41.52 km/h,33.59 km,-,42,1:07:20,53:40:20,Main group,131,+0'47'',+0'47'',38.99 km/h,64.66 km,-3%,42,1:07:20,53:52:52,Main group,104,+0'25'',+0'25'',59.63 km/h,51.55 km,-,42,1:07:20,53:58:21,Main group,68,+0'24'',+0'24'',55.28 km/h,54.29 km,-1%,42,1:07:20,54:05:06,Main group,107,+0'00'',+0'00'',49.50 km/h,51.48 km,-1%,42,1:07:20,54:11:21,Stragglers,116,+2'08'',-,-,-,-,44,1:09:28,54:20:06
P. LATOUR,26,ALM,Youth,16,49h 41' 24'',0:16:41,03h 45' 55'',Main group,19,+0'00'',+0'00'',0 km/h,0 km/h,0%,16,0:16:41,49:41:24,Main group,122,+0'58'',+0'25'',50.90 km/h,35.28 km,-4%,15,0:16:41,50:04:19,Main group,149,+1'45'',+0'49'',55.58 km/h,43.99 km,-2%,15,0:16:41,50:18:10,Main group,150,+3'20'',+3'20'',44.88 km/h,56.95 km,-1%,15,0:16:41,50:31:25,Main group,125,+2'14'',+2'14'',50.93 km/h,87.12 km,-7%,15,0:16:41,50:43:55,Main group,126,+1'42'',+1'42'',41.02 km/h,52.20 km,-,15,0:16:41,50:56:13,Main group,114,+1'34'',+1'34'',41.49 km/h,37.44 km,-1%,15,0:16:41,51:08:30,Main group,124,+2'00'',+2'00'',37.10 km/h,40.93 km,-2%,15,0:16:41,51:21:22,Main group,100,+2'10'',+2'10'',44.80 km/h,42.12 km,-,15,0:16:41,51:35:14,Main group,33,+2'06'',+2'06'',39.85 km/h,39.42 km,3%,15,0:16:41,51:46:44,Main group,44,+1'30'',+1'30'',46.29 km/h,47.66 km,-1%,15,0:16:41,51:59:23,Main group,44,+1'00'',+1'00'',28.60 km/h,21.53 km,5%,15,0:16:41,52:11:20,Main group,57,+0'51'',+0'51'',39.81 km/h,36.58 km,-2%,15,0:16:41,52:24:35,Main group,28,+0'57'',+0'57'',39.32 km/h,32.26 km,3%,15,0:16:41,52:36:58,Main group,73,+0'35'',+0'35'',41.03 km/h,38.38 km,-,15,0:16:41,52:49:41,Main group,63,+0'47'',+0'47'',39.15 km/h,63.79 km,-2%,15,0:16:41,53:02:13,Main group,53,+0'25'',+0'25'',59.69 km/h,50.69 km,-,15,0:16:41,53:07:42,Main group,5,+0'24'',+0'24'',54.99 km/h,56.05 km,-1%,15,0:16:41,53:14:27,Main group,31,+0'00'',+0'00'',49.60 km/h,54.68 km,-,15,0:16:41,53:20:42,Main group,15,+0'00'',-,-,-,-,15,0:16:41,53:27:19
O. NAESEN,27,ALM,no,55,50h 42' 00'',1:17:17,03h 47' 02'',Main group,20,+0'00'',+0'00'',0 km/h,0 km/h,0%,55,1:17:17,50:42:00,Main group,62,+0'58'',+0'25'',50.09 km/h,37.12 km,-4%,54,1:17:17,51:04:55,Main group,16,+1'45'',+0'49'',55.62 km/h,43.56 km,-3%,54,1:17:17,51:18:46,Main group,145,+3'20'',+3'20'',43.73 km/h,56.81 km,-1%,54,1:17:17,51:32:01,Main group,117,+2'14'',+2'14'',51.72 km/h,87.16 km,-7%,54,1:17:17,51:44:31,Main group,147,+1'42'',+1'42'',40.94 km/h,49.50 km,-,54,1:17:17,51:56:49,Main group,108,+1'34'',+1'34'',42.17 km/h,39.78 km,-1%,54,1:17:17,52:09:06,Main group,83,+2'00'',+2'00'',37.55 km/h,43.99 km,-3%,54,1:17:17,52:21:58,Main group,63,+2'10'',+2'10'',44.52 km/h,42.80 km,-,54,1:17:17,52:35:50,Main group,77,+2'06'',+2'06'',38.79 km/h,37.80 km,3%,54,1:17:17,52:47:20,Main group,125,+1'30'',+1'30'',44.94 km/h,47.63 km,-,54,1:17:17,52:59:59,Main group,80,+1'00'',+1'00'',29.43 km/h,27.11 km,5%,54,1:17:17,53:11:56,Main group,84,+0'51'',+0'51'',39.73 km/h,34.31 km,-2%,54,1:17:17,53:25:11,Main group,85,+0'57'',+0'57'',38.22 km/h,31.68 km,4%,54,1:17:17,53:37:34,Main group,68,+0'35'',+0'35'',41.62 km/h,36.25 km,-,54,1:17:17,53:50:17,Main group,18,+0'47'',+0'47'',39.34 km/h,62.71 km,-2%,54,1:17:17,54:02:49,Main group,73,+0'25'',+0'25'',59.31 km/h,54.18 km,-,54,1:17:17,54:08:18,Main group,17,+0'24'',+0'24'',55.22 km/h,54.76 km,-1%,54,1:17:17,54:15:03,Main group,56,+0'00'',+0'00'',49.50 km/h,51.01 km,-1%,54,1:17:17,54:21:18,Stragglers,74,+1'07'',-,-,-,-,53,1:18:24,54:29:02
T. DUMOULIN,32,SUN,no,3,49h 26' 33'',0:01:50,03h 45' 55'',Main group,21,+0'00'',+0'00'',0 km/h,0 km/h,0%,3,0:01:50,49:26:33,Main group,69,+0'58'',+0'25'',49.84 km/h,38.63 km,-4%,3,0:01:50,49:49:28,Main group,131,+1'45'',+0'49'',55.54 km/h,44.42 km,-2%,3,0:01:50,50:03:19,Main group,71,+3'20'',+3'20'',51.73 km/h,54.40 km,-1%,3,0:01:50,50:16:34,Main group,29,+2'14'',+2'14'',51.35 km/h,85.57 km,-5%,3,0:01:50,50:29:04,Main group,62,+1'42'',+1'42'',42.23 km/h,49.68 km,-,3,0:01:50,50:41:22,Main group,77,+1'34'',+1'34'',41.30 km/h,38.99 km,-1%,3,0:01:50,50:53:39,Main group,58,+2'00'',+2'00'',41.19 km/h,45.50 km,-3%,3,0:01:50,51:06:31,Main group,60,+2'10'',+2'10'',44.63 km/h,44.10 km,-,3,0:01:50,51:20:23,Main group,52,+2'06'',+2'06'',39.26 km/h,37.12 km,3%,3,0:01:50,51:31:53,Main group,29,+1'30'',+1'30'',45.85 km/h,45.79 km,-,3,0:01:50,51:44:32,Main group,73,+1'00'',+1'00'',29.22 km/h,22.97 km,5%,3,0:01:50,51:56:29,Main group,70,+0'51'',+0'51'',39.55 km/h,35.78 km,-2%,3,0:01:50,52:09:44,Main group,61,+0'57'',+0'57'',38.37 km/h,29.88 km,4%,3,0:01:50,52:22:07,Main group,63,+0'35'',+0'35'',40.94 km/h,35.32 km,-,3,0:01:50,52:34:50,Main group,23,+0'47'',+0'47'',39.59 km/h,62.93 km,-2%,3,0:01:50,52:47:22,Main group,8,+0'25'',+0'25'',59.54 km/h,49.07 km,-,3,0:01:50,52:52:51,Main group,23,+0'24'',+0'24'',55.39 km/h,56.34 km,-1%,3,0:01:50,52:59:36,Main group,68,+0'00'',+0'00'',49.19 km/h,51.84 km,-1%,3,0:01:50,53:05:51,Main group,37,+0'00'',-,-,-,-,3,0:01:50,53:12:28
