Rider_name,Rider_number,Team,Leader,GC_at_start_of_the_stage,GC_Total_riding_time,GC_Gap_at_start_of_stage,Finish_Time,km171_Group,km171_Position,km171_Elapsed_time,km171_Gap_to_previous_group,km171_Average_speed,km171_Current_speed,km171_Gradient,km171_GC_prov_position,km171_GC_prov_delay,km171_GC_riding_time,km170_Group,km170_Position,km170_Elapsed_time,km170_Gap_to_previous_group,km170_Average_speed,km170_Current_speed,km170_Gradient,km170_GC_prov_position,km170_GC_prov_delay,km170_GC_riding_time,km160_Group,km160_Position,km160_Elapsed_time,km160_Gap_to_previous_group,km160_Average_speed,km160_Current_speed,km160_Gradient,km160_GC_prov_position,km160_GC_prov_delay,km160_GC_riding_time,km150_Group,km150_Position,km150_Elapsed_time,km150_Gap_to_previous_group,km150_Average_speed,km150_Current_speed,km150_Gradient,km150_GC_prov_position,km150_GC_prov_delay,km150_GC_riding_time,km140_Group,km140_Position,km140_Elapsed_time,km140_Gap_to_previous_group,km140_Average_speed,km140_Current_speed,km140_Gradient,km140_GC_prov_position,km140_GC_prov_delay,km140_GC_riding_time,km130_Group,km130_Position,km130_Elapsed_time,km130_Gap_to_previous_group,km130_Average_speed,km130_Current_speed,km130_Gradient,km130_GC_prov_position,km130_GC_prov_delay,km130_GC_riding_time,km120_Group,km120_Position,km120_Elapsed_time,km120_Gap_to_previous_group,km120_Average_speed,km120_Current_speed,km120_Gradient,km120_GC_prov_position,km120_GC_prov_delay,km120_GC_riding_time,km110_Group,km110_Position,km110_Elapsed_time,km110_Gap_to_previous_group,km110_Average_speed,km110_Current_speed,km110_Gradient,km110_GC_prov_position,km110_GC_prov_delay,km110_GC_riding_time,km100_Group,km100_Position,km100_Elapsed_time,km100_Gap_to_previous_group,km100_Average_speed,km100_Current_speed,km100_Gradient,km100_GC_prov_position,km100_GC_prov_delay,km100_GC_riding_time,km90_Group,km90_Position,km90_Elapsed_time,km90_Gap_to_previous_group,km90_Average_speed,km90_Current_speed,km90_Gradient,km90_GC_prov_position,km90_GC_prov_delay,km90_GC_riding_time,km80_Group,km80_Position,km80_Elapsed_time,km80_Gap_to_previous_group,km80_Average_speed,km80_Current_speed,km80_Gradient,km80_GC_prov_position,km80_GC_prov_delay,km80_GC_riding_time,km70_Group,km70_Position,km70_Elapsed_time,km70_Gap_to_previous_group,km70_Average_speed,km70_Current_speed,km70_Gradient,km70_GC_prov_position,km70_GC_prov_delay,km70_GC_riding_time,km60_Group,km60_Position,km60_Elapsed_time,km60_Gap_to_previous_group,km60_Average_speed,km60_Current_speed,km60_Gradient,km60_GC_prov_position,km60_GC_prov_delay,km60_GC_riding_time,km50_Group,km50_Position,km50_Elapsed_time,km50_Gap_to_previous_group,km50_Average_speed,km50_Current_speed,km50_Gradient,km50_GC_prov_position,km50_GC_prov_delay,km50_GC_riding_time,km40_Group,km40_Position,km40_Elapsed_time,km40_Gap_to_previous_group,km40_Average_speed,km40_Current_speed,km40_Gradient,km40_GC_prov_position,km40_GC_prov_delay,km40_GC_riding_time,km30_Group,km30_Position,km30_Elapsed_time,km30_Gap_to_previous_group,km30_Average_speed,km30_Current_speed,km30_Gradient,km30_GC_prov_position,km30_GC_prov_delay,km30_GC_riding_time,km20_Group,km20_Position,km20_Elapsed_time,km20_Gap_to_previous_group,km20_Average_speed,km20_Current_speed,km20_Gradient,km20_GC_prov_position,km20_GC_prov_delay,km20_GC_riding_time,km15_Group,km15_Position,km15_Elapsed_time,km15_Gap_to_previous_group,km15_Average_speed,km15_Current_speed,km15_Gradient,km15_GC_prov_position,km15_GC_prov_delay,km15_GC_riding_time,km10_Group,km10_Position,km10_Elapsed_time,km10_Gap_to_previous_group,km10_Average_speed,km10_Current_speed,km10_Gradient,km10_GC_prov_position,km10_GC_prov_delay,km10_GC_riding_time,km5_Group,km5_Position,km5_Elapsed_time,km5_Gap_to_previous_group,km5_Average_speed,km5_Current_speed,km5_Gradient,km5_GC_prov_position,km5_GC_prov_delay,km5_GC_riding_time,km0_Group,km0_Position,km0_Elapsed_time,km0_Gap_to_previous_group,km0_Average_speed,km0_Current_speed,km0_Gradient,km0_GC_prov_position,km0_GC_prov_delay,km0_GC_riding_time
A. YATES,61,MTS,no,29,71h 18' 16'',0:44:05,03h 49' 11'',Main group,42,+0'00'',+0'00'',0 km/h,0 km/h,0%,29,0:44:05,71:18:16,Main group,145,+0'00'',+0'00'',21.56 km/h,27.11 km,6%,29,0:44:05,71:20:17,Main group,140,+0'00'',+0'00'',55.49 km/h,56.81 km,-1%,29,0:44:05,71:31:09,Main group,130,+0'19'',+0'19'',55.93 km/h,58.28 km,-,29,0:44:05,71:43:08,Main group,100,+1'37'',+1'37'',43.85 km/h,48.24 km,-,29,0:44:05,71:55:48,Main group,124,+1'04'',+1'04'',38.98 km/h,42.37 km,-,29,0:44:05,72:10:40,Main group,124,+1'37'',+1'37'',45.95 km/h,54.65 km,-,29,0:44:05,72:23:48,Main group,123,+1'21'',+1'21'',45.85 km/h,41.72 km,-,29,0:44:05,72:38:55,Main group,137,+0'58'',+0'31'',51.17 km/h,56.99 km,-,28,0:44:05,72:54:11,Main group,140,+2'06'',+2'06'',39.99 km/h,43.06 km,-,28,0:44:05,73:07:42,Main group,118,+1'29'',+1'29'',33.19 km/h,58.86 km,-7%,28,0:44:05,73:22:46,Main group,141,+1'38'',+1'38'',37.14 km/h,36.25 km,2%,28,0:44:05,73:38:39,Main group,131,+1'26'',+1'26'',42.84 km/h,23.87 km,5%,28,0:44:05,73:52:20,Main group,100,+1'15'',+1'15'',42.76 km/h,45.22 km,-,28,0:44:05,74:07:12,Main group,127,+0'50'',+0'50'',37.12 km/h,47.34 km,-,28,0:44:05,74:19:52,Main group,140,+0'40'',+0'40'',49.84 km/h,66.24 km,-5%,28,0:44:05,74:31:49,Main group,141,+0'25'',+0'25'',50.20 km/h,38.34 km,2%,28,0:44:05,74:42:01,Main group,130,+0'00'',+0'00'',43.30 km/h,55.55 km,2%,28,0:44:05,74:49:03,Main group,135,+0'00'',+0'00'',50.05 km/h,73.26 km,-4%,28,0:44:05,74:54:58,Main group,127,+0'00'',+0'00'',57.04 km/h,48.96 km,-1%,28,0:44:05,74:59:37,Stragglers,118,+2'21'',-,-,-,-,29,0:46:26,75:07:27
J. BAUER,62,MTS,no,119,73h 29' 10'',2:54:59,03h 46' 50'',Main group,43,+0'00'',+0'00'',0 km/h,0 km/h,0%,119,2:54:59,73:29:10,Main group,107,+0'00'',+0'00'',20.04 km/h,24.52 km,6%,118,2:54:59,73:31:11,Main group,8,+0'00'',+0'00'',55.90 km/h,48.92 km,-,118,2:54:59,73:42:03,Main group,69,+0'19'',+0'19'',55.90 km/h,45.47 km,-,118,2:54:59,73:54:02,Main group,104,+1'37'',+1'37'',44.74 km/h,45.65 km,-,118,2:54:59,74:06:42,Main group,133,+1'04'',+1'04'',38.51 km/h,41.04 km,-,118,2:54:59,74:21:34,Main group,126,+1'37'',+1'37'',44.66 km/h,42.37 km,-,118,2:54:59,74:34:42,Main group,142,+1'21'',+1'21'',45.48 km/h,37.12 km,-,118,2:54:59,74:49:49,Main group,37,+0'58'',+0'31'',54.17 km/h,59.94 km,-1%,117,2:54:59,75:05:05,Main group,67,+2'06'',+2'06'',40.43 km/h,50.00 km,-1%,117,2:54:59,75:18:36,Main group,95,+1'29'',+1'29'',39.77 km/h,56.52 km,-9%,117,2:54:59,75:33:40,Main group,101,+1'38'',+1'38'',36.26 km/h,38.05 km,1%,117,2:54:59,75:49:33,Main group,106,+1'26'',+1'26'',42.53 km/h,18.18 km,5%,117,2:54:59,76:03:14,Main group,129,+1'15'',+1'15'',41.64 km/h,42.26 km,-,117,2:54:59,76:18:06,Main group,134,+0'50'',+0'50'',36.70 km/h,49.50 km,-,117,2:54:59,76:30:46,Main group,127,+0'40'',+0'40'',49.13 km/h,66.49 km,-5%,117,2:54:59,76:42:43,Main group,32,+0'25'',+0'25'',48.97 km/h,41.22 km,3%,117,2:54:59,76:52:55,Main group,10,+0'00'',+0'00'',43.36 km/h,47.41 km,1%,117,2:54:59,76:59:57,Main group,94,+0'00'',+0'00'',47.64 km/h,60.24 km,-7%,117,2:54:59,77:05:52,Main group,76,+0'00'',+0'00'',55.59 km/h,47.84 km,-1%,117,2:54:59,77:10:31,Main group,35,+0'00'',-,-,-,-,118,2:54:59,77:16:00
L. DURBRIDGE,63,MTS,no,118,73h 26' 16'',2:52:05,03h 50' 35'',Main group,44,+0'00'',+0'00'',0 km/h,0 km/h,0%,118,2:52:05,73:26:16,Main group,4,+0'00'',+0'00'',22.85 km/h,34.92 km,7%,117,2:52:05,73:28:17,Main group,3,+0'00'',+0'00'',55.46 km/h,58.03 km,-1%,117,2:52:05,73:39:09,Front of the race,5,+0'00'',+0'00'',55.99 km/h,52.49 km,-,117,2:51:46,73:50:49,Front of the race,1,00h 35' 55'',+0'00'',43.50 km/h,30.56 km,-1%,117,2:50:28,74:02:11,Front of the race,4,+0'00'',+0'00'',40.74 km/h,46.15 km,-,117,2:51:01,74:17:36,Front of the race,5,+0'00'',+0'00'',46.12 km/h,46.12 km,-1%,117,2:50:28,74:30:11,Front of the race,3,+0'00'',+0'00'',45.83 km/h,41.36 km,-1%,117,2:50:44,74:45:34,Front of the race,4,+0'00'',+0'00'',55.92 km/h,46.12 km,-1%,116,2:51:07,75:01:13,Front of the race,2,+0'00'',+0'00'',46.49 km/h,40.57 km,-,116,2:49:59,75:13:36,Front of the race,4,+0'00'',+0'00'',43.66 km/h,33.77 km,2%,116,2:50:36,75:29:17,Front of the race,4,+0'00'',+0'00'',31.32 km/h,42.91 km,1%,116,2:50:27,75:45:01,Front of the race,4,+0'00'',+0'00'',32.25 km/h,20.02 km,4%,116,2:50:39,75:58:54,Front of the race,3,+0'00'',+0'00'',45.68 km/h,45.76 km,-,116,2:50:50,76:13:57,Front of the race,4,+0'00'',+0'00'',34.06 km/h,39.24 km,-,116,2:51:15,76:27:02,Front of the race,2,+0'00'',+0'00'',48.34 km/h,64.84 km,-,116,2:51:25,76:39:09,Front of the race,3,+0'00'',+0'00'',45.38 km/h,29.41 km,6%,116,2:51:40,76:49:36,Main group,47,+0'00'',+0'00'',42.53 km/h,47.45 km,1%,116,2:52:05,76:57:03,Main group,140,+0'00'',+0'00'',48.30 km/h,71.96 km,-4%,116,2:52:05,77:02:58,Main group,137,+0'00'',+0'00'',55.10 km/h,43.16 km,-,116,2:52:05,77:07:37,Stragglers,142,+3'45'',-,-,-,-,119,2:55:50,77:16:51
M. HAYMAN,64,MTS,no,110,73h 15' 46'',2:41:35,03h 50' 35'',Main group,45,+0'00'',+0'00'',0 km/h,0 km/h,0%,110,2:41:35,73:15:46,Main group,3,+0'00'',+0'00'',22.98 km/h,39.46 km,7%,109,2:41:35,73:17:47,Main group,2,+0'00'',+0'00'',54.80 km/h,61.27 km,-1%,109,2:41:35,73:28:39,Front of the race,4,+0'00'',+0'00'',55.89 km/h,51.77 km,-,108,2:41:16,73:40:19,Front of the race,3,+0'00'',+0'00'',43.37 km/h,24.48 km,-1%,107,2:39:58,73:51:41,Front of the race,2,+0'00'',+0'00'',40.80 km/h,50.90 km,-,107,2:40:31,74:07:06,Front of the race,2,+0'00'',+0'00'',45.63 km/h,46.76 km,-1%,107,2:39:58,74:19:41,Front of the race,5,+0'00'',+0'00'',45.95 km/h,46.55 km,-1%,107,2:40:14,74:35:04,Front of the race,3,+0'00'',+0'00'',56.54 km/h,46.80 km,-1%,106,2:40:37,74:50:43,Front of the race,5,+0'00'',+0'00'',46.34 km/h,38.27 km,-,105,2:39:29,75:03:06,Front of the race,2,+0'00'',+0'00'',43.89 km/h,33.84 km,3%,106,2:40:06,75:18:47,Front of the race,1,02h 18' 45'',+0'00'',31.37 km/h,43.81 km,1%,106,2:39:57,75:34:31,Front of the race,1,02h 32' 38'',+0'00'',32.31 km/h,18.97 km,4%,106,2:40:09,75:48:24,Front of the race,1,02h 47' 41'',+0'00'',45.71 km/h,45.68 km,-,106,2:40:20,76:03:27,Front of the race,3,+0'00'',+0'00'',34.22 km/h,35.17 km,-,107,2:40:45,76:16:32,Front of the race,4,+0'00'',+0'00'',48.19 km/h,62.53 km,-,107,2:40:55,76:28:39,Front of the race,4,+0'00'',+0'00'',45.27 km/h,29.84 km,6%,107,2:41:10,76:39:06,Main group,109,+0'00'',+0'00'',41.13 km/h,48.28 km,2%,108,2:41:35,76:46:33,Main group,137,+0'00'',+0'00'',49.27 km/h,74.34 km,-4%,108,2:41:35,76:52:28,Main group,136,+0'00'',+0'00'',55.62 km/h,40.36 km,-,108,2:41:35,76:57:07,Stragglers,141,+3'45'',-,-,-,-,112,2:45:20,77:06:21
M. HEPBURN,65,MTS,no,120,73h 31' 22'',2:57:11,03h 46' 50'',Main group,46,+0'00'',+0'00'',0 km/h,0 km/h,0%,120,2:57:11,73:31:22,Main group,88,+0'00'',+0'00'',21.35 km/h,24.44 km,7%,119,2:57:11,73:33:23,Main group,12,+0'00'',+0'00'',55.36 km/h,55.40 km,-,119,2:57:11,73:44:15,Main group,9,+0'19'',+0'19'',55.37 km/h,57.96 km,-,119,2:57:11,73:56:14,Main group,103,+1'37'',+1'37'',43.17 km/h,46.15 km,-,120,2:57:11,74:08:54,Main group,76,+1'04'',+1'04'',39.27 km/h,41.36 km,-,119,2:57:11,74:23:46,Main group,106,+1'37'',+1'37'',44.80 km/h,47.20 km,-,120,2:57:11,74:36:54,Main group,121,+1'21'',+1'21'',46.10 km/h,40.64 km,-,120,2:57:11,74:52:01,Main group,130,+0'58'',+0'31'',53.12 km/h,59.58 km,-1%,118,2:57:11,75:07:17,Main group,52,+2'06'',+2'06'',43.53 km/h,48.46 km,-1%,119,2:57:11,75:20:48,Main group,63,+1'29'',+1'29'',33.97 km/h,71.10 km,-10%,119,2:57:11,75:35:52,Main group,111,+1'38'',+1'38'',37.01 km/h,39.02 km,1%,119,2:57:11,75:51:45,Main group,116,+1'26'',+1'26'',42.46 km/h,23.26 km,5%,119,2:57:11,76:05:26,Main group,88,+1'15'',+1'15'',42.99 km/h,47.66 km,-,119,2:57:11,76:20:18,Main group,108,+0'50'',+0'50'',37.67 km/h,48.28 km,-,118,2:57:11,76:32:58,Main group,135,+0'40'',+0'40'',50.07 km/h,65.92 km,-5%,118,2:57:11,76:44:55,Main group,102,+0'25'',+0'25'',50.19 km/h,38.05 km,2%,118,2:57:11,76:55:07,Main group,62,+0'00'',+0'00'',44.07 km/h,51.98 km,2%,118,2:57:11,77:02:09,Main group,33,+0'00'',+0'00'',51.63 km/h,58.90 km,-7%,118,2:57:11,77:08:04,Main group,71,+0'00'',+0'00'',54.15 km/h,47.88 km,-1%,118,2:57:11,77:12:43,Main group,16,+0'00'',-,-,-,-,120,2:57:11,77:18:12
D. IMPEY,67,MTS,no,44,71h 58' 05'',1:23:54,03h 46' 50'',Main group,47,+0'00'',+0'00'',0 km/h,0 km/h,0%,44,1:23:54,71:58:05,Main group,83,+0'00'',+0'00'',21.64 km/h,25.67 km,7%,44,1:23:54,72:00:06,Main group,97,+0'00'',+0'00'',55.56 km/h,57.10 km,-1%,44,1:23:54,72:10:58,Main group,120,+0'19'',+0'19'',55.41 km/h,54.94 km,-,44,1:23:54,72:22:57,Back of the race,136,+2'13'',+0'36'',40.68 km/h,47.30 km,-,44,1:24:30,72:36:13,Main group,100,+1'04'',+1'04'',38.88 km/h,40.57 km,-,44,1:23:54,72:50:29,Main group,107,+1'37'',+1'37'',45.36 km/h,47.52 km,-,44,1:23:54,73:03:37,Main group,108,+1'21'',+1'21'',45.85 km/h,41.51 km,-,44,1:23:54,73:18:44,Main group,120,+0'58'',+0'31'',53.11 km/h,60.16 km,-1%,43,1:23:54,73:34:00,Main group,88,+2'06'',+2'06'',39.97 km/h,44.78 km,-1%,43,1:23:54,73:47:31,Main group,54,+1'29'',+1'29'',34.05 km/h,64.48 km,-9%,43,1:23:54,74:02:35,Main group,93,+1'38'',+1'38'',37.37 km/h,41.65 km,-,43,1:23:54,74:18:28,Main group,86,+1'26'',+1'26'',42.36 km/h,22.86 km,5%,43,1:23:54,74:32:09,Main group,102,+1'15'',+1'15'',42.90 km/h,47.70 km,-,43,1:23:54,74:47:01,Main group,121,+0'50'',+0'50'',37.66 km/h,49.64 km,-,43,1:23:54,74:59:41,Main group,137,+0'40'',+0'40'',49.98 km/h,66.92 km,-5%,43,1:23:54,75:11:38,Main group,115,+0'25'',+0'25'',50.34 km/h,37.87 km,2%,43,1:23:54,75:21:50,Main group,107,+0'00'',+0'00'',43.63 km/h,50.18 km,2%,43,1:23:54,75:28:52,Main group,106,+0'00'',+0'00'',50.68 km/h,75.42 km,-5%,43,1:23:54,75:34:47,Main group,92,+0'00'',+0'00'',55.70 km/h,47.27 km,-1%,43,1:23:54,75:39:26,Main group,84,+0'00'',-,-,-,-,43,1:23:54,75:44:55
M. NIEVE ITURRALDE,68,MTS,no,24,71h 10' 24'',0:36:13,03h 49' 11'',Main group,48,+0'00'',+0'00'',0 km/h,0 km/h,0%,24,0:36:13,71:10:24,Main group,109,+0'00'',+0'00'',21.75 km/h,25.16 km,6%,24,0:36:13,71:12:25,Main group,128,+0'00'',+0'00'',55.74 km/h,57.82 km,-1%,24,0:36:13,71:23:17,Main group,133,+0'19'',+0'19'',55.74 km/h,55.80 km,-,24,0:36:13,71:35:16,Back of the race,125,+2'13'',+0'36'',40.69 km/h,49.93 km,-,24,0:36:49,71:48:32,Main group,134,+1'04'',+1'04'',38.74 km/h,40.43 km,-,24,0:36:13,72:02:48,Main group,84,+1'37'',+1'37'',45.09 km/h,51.08 km,-,24,0:36:13,72:15:56,Main group,107,+1'21'',+1'21'',45.93 km/h,41.94 km,-,24,0:36:13,72:31:03,Main group,86,+0'58'',+0'31'',52.94 km/h,59.47 km,-1%,23,0:36:13,72:46:19,Main group,124,+2'06'',+2'06'',40.03 km/h,44.46 km,-,23,0:36:13,72:59:50,Main group,62,+1'29'',+1'29'',35.08 km/h,63.07 km,-9%,23,0:36:13,73:14:54,Main group,53,+1'38'',+1'38'',36.91 km/h,45.86 km,-,23,0:36:13,73:30:47,Main group,63,+1'26'',+1'26'',42.46 km/h,22.72 km,5%,23,0:36:13,73:44:28,Main group,113,+1'15'',+1'15'',42.87 km/h,45.07 km,-,23,0:36:13,73:59:20,Main group,122,+0'50'',+0'50'',37.72 km/h,50.11 km,-,23,0:36:13,74:12:00,Main group,129,+0'40'',+0'40'',50.03 km/h,67.21 km,-5%,23,0:36:13,74:23:57,Main group,126,+0'25'',+0'25'',50.23 km/h,35.64 km,2%,23,0:36:13,74:34:09,Main group,95,+0'00'',+0'00'',44.00 km/h,49.03 km,2%,23,0:36:13,74:41:11,Main group,118,+0'00'',+0'00'',50.48 km/h,74.63 km,-4%,23,0:36:13,74:47:06,Main group,114,+0'00'',+0'00'',56.49 km/h,46.30 km,-1%,23,0:36:13,74:51:45,Stragglers,119,+2'21'',-,-,-,-,24,0:38:34,74:59:35
N. QUINTANA,71,MOV,Teams,5,70h 37' 41'',0:03:30,03h 46' 50'',Main group,49,+0'00'',+0'00'',0 km/h,0 km/h,0%,5,0:03:30,70:37:41,Main group,28,+0'00'',+0'00'',21.72 km/h,24.52 km,7%,5,0:03:30,70:39:42,Main group,63,+0'00'',+0'00'',55.76 km/h,56.70 km,-,5,0:03:30,70:50:34,Main group,51,+0'19'',+0'19'',55.73 km/h,46.08 km,-,5,0:03:30,71:02:33,Main group,42,+1'37'',+1'37'',44.07 km/h,44.68 km,-,5,0:03:30,71:15:13,Main group,47,+1'04'',+1'04'',38.79 km/h,39.82 km,-,5,0:03:30,71:30:05,Main group,42,+1'37'',+1'37'',45.85 km/h,47.99 km,-1%,5,0:03:30,71:43:13,Main group,48,+1'21'',+1'21'',46.40 km/h,39.92 km,1%,5,0:03:30,71:58:20,-,999,-,-,-,-,-,999,99:99:99,99:99:99,-,999,-,-,-,-,-,999,99:99:99,99:99:99,-,999,-,-,-,-,-,999,99:99:99,99:99:99,-,999,-,-,-,-,-,999,99:99:99,99:99:99,-,999,-,-,-,-,-,999,99:99:99,99:99:99,-,999,-,-,-,-,-,999,99:99:99,99:99:99,-,999,-,-,-,-,-,999,99:99:99,99:99:99,-,999,-,-,-,-,-,999,99:99:99,99:99:99,-,999,-,-,-,-,-,999,99:99:99,99:99:99,-,999,-,-,-,-,-,999,99:99:99,99:99:99,-,999,-,-,-,-,-,999,99:99:99,99:99:99,-,999,-,-,-,-,-,999,99:99:99,99:99:99,Main group,46,+0'00'',-,-,-,-,5,0:03:30,74:24:31
A. AMADOR,72,MOV,Teams,47,72h 02' 51'',1:28:40,03h 46' 50'',Main group,50,+0'00'',+0'00'',0 km/h,0 km/h,0%,47,1:28:40,72:02:51,Main group,127,+0'00'',+0'00'',20.87 km/h,23.51 km,6%,47,1:28:40,72:04:52,Main group,58,+0'00'',+0'00'',55.89 km/h,57.20 km,-,47,1:28:40,72:15:44,Main group,75,+0'19'',+0'19'',55.38 km/h,46.01 km,-,47,1:28:40,72:27:43,Main group,46,+1'37'',+1'37'',44.17 km/h,45.18 km,-,47,1:28:40,72:40:23,Main group,60,+1'04'',+1'04'',38.97 km/h,41.04 km,-,47,1:28:40,72:55:15,Main group,45,+1'37'',+1'37'',44.97 km/h,47.81 km,-1%,47,1:28:40,73:08:23,Main group,43,+1'21'',+1'21'',46.26 km/h,39.92 km,1%,47,1:28:40,73:23:30,Main group,139,+0'58'',+0'31'',50.91 km/h,60.12 km,-,46,1:28:40,73:38:46,Main group,37,+2'06'',+2'06'',41.21 km/h,49.03 km,-1%,46,1:28:40,73:52:17,Main group,114,+1'29'',+1'29'',32.11 km/h,58.46 km,-7%,46,1:28:40,74:07:21,Main group,43,+1'38'',+1'38'',37.86 km/h,46.76 km,1%,46,1:28:40,74:23:14,Main group,39,+1'26'',+1'26'',42.18 km/h,21.53 km,5%,46,1:28:40,74:36:55,Main group,82,+1'15'',+1'15'',42.68 km/h,45.14 km,-,46,1:28:40,74:51:47,Main group,37,+0'50'',+0'50'',38.94 km/h,45.68 km,1%,46,1:28:40,75:04:27,Main group,62,+0'40'',+0'40'',50.79 km/h,69.26 km,-5%,46,1:28:40,75:16:24,Main group,107,+0'25'',+0'25'',49.89 km/h,36.76 km,2%,46,1:28:40,75:26:36,Main group,113,+0'00'',+0'00'',43.47 km/h,54.36 km,2%,46,1:28:40,75:33:38,Main group,60,+0'00'',+0'00'',51.94 km/h,68.80 km,-7%,46,1:28:40,75:39:33,Main group,79,+0'00'',+0'00'',54.61 km/h,48.85 km,-1%,46,1:28:40,75:44:12,Main group,70,+0'00'',-,-,-,-,47,1:28:40,75:49:41
D. BENNATI,73,MOV,Teams,108,73h 14' 50'',2:40:39,03h 46' 50'',Main group,51,+0'00'',+0'00'',0 km/h,0 km/h,0%,108,2:40:39,73:14:50,Main group,111,+0'00'',+0'00'',20.81 km/h,22.25 km,6%,107,2:40:39,73:16:51,Main group,51,+0'00'',+0'00'',55.79 km/h,56.16 km,-,107,2:40:39,73:27:43,Main group,57,+0'19'',+0'19'',54.58 km/h,44.93 km,-,107,2:40:39,73:39:42,Main group,38,+1'37'',+1'37'',44.26 km/h,43.63 km,-,108,2:40:39,73:52:22,Main group,50,+1'04'',+1'04'',38.60 km/h,42.41 km,-,108,2:40:39,74:07:14,Main group,38,+1'37'',+1'37'',44.54 km/h,48.74 km,-1%,108,2:40:39,74:20:22,Main group,47,+1'21'',+1'21'',46.41 km/h,38.23 km,1%,108,2:40:39,74:35:29,Main group,140,+0'58'',+0'31'',47.09 km/h,58.79 km,-,107,2:40:39,74:50:45,Main group,28,+2'06'',+2'06'',41.39 km/h,47.41 km,-1%,107,2:40:39,75:04:16,Main group,37,+1'29'',+1'29'',35.27 km/h,67.54 km,-8%,107,2:40:39,75:19:20,Main group,39,+1'38'',+1'38'',38.46 km/h,46.01 km,1%,107,2:40:39,75:35:13,Main group,26,+1'26'',+1'26'',41.69 km/h,20.70 km,5%,107,2:40:39,75:48:54,Main group,65,+1'15'',+1'15'',42.48 km/h,45.83 km,-,107,2:40:39,76:03:46,Main group,141,+0'50'',+0'50'',35.87 km/h,43.24 km,-,106,2:40:39,76:16:26,Main group,66,+0'40'',+0'40'',50.56 km/h,68.04 km,-5%,106,2:40:39,76:28:23,Main group,83,+0'25'',+0'25'',49.89 km/h,37.69 km,2%,106,2:40:39,76:38:35,Main group,100,+0'00'',+0'00'',43.06 km/h,50.83 km,2%,106,2:40:39,76:45:37,Main group,11,+0'00'',+0'00'',52.29 km/h,65.59 km,-7%,106,2:40:39,76:51:32,Main group,61,+0'00'',+0'00'',54.39 km/h,47.84 km,-1%,106,2:40:39,76:56:11,Main group,32,+0'00'',-,-,-,-,106,2:40:39,77:01:40
I. ERVITI,74,MOV,Teams,78,72h 47' 02'',2:12:51,03h 46' 50'',Main group,52,+0'00'',+0'00'',0 km/h,0 km/h,0%,78,2:12:51,72:47:02,Main group,74,+0'00'',+0'00'',21.36 km/h,25.20 km,7%,78,2:12:51,72:49:03,Main group,46,+0'00'',+0'00'',55.05 km/h,56.38 km,-,78,2:12:51,72:59:55,Main group,34,+0'19'',+0'19'',54.77 km/h,46.94 km,-,78,2:12:51,73:11:54,Back of the race,135,+2'13'',+0'36'',41.70 km/h,44.60 km,-,81,2:13:27,73:25:10,Main group,52,+1'04'',+1'04'',38.70 km/h,41.83 km,-,78,2:12:51,73:39:26,Main group,29,+1'37'',+1'37'',44.96 km/h,48.56 km,-1%,78,2:12:51,73:52:34,Main group,42,+1'21'',+1'21'',46.71 km/h,41.76 km,1%,78,2:12:51,74:07:41,Main group,31,+0'58'',+0'31'',53.61 km/h,60.59 km,-1%,77,2:12:51,74:22:57,Main group,51,+2'06'',+2'06'',40.16 km/h,51.73 km,-1%,77,2:12:51,74:36:28,Main group,32,+1'29'',+1'29'',34.45 km/h,59.83 km,-8%,77,2:12:51,74:51:32,Main group,33,+1'38'',+1'38'',37.15 km/h,48.49 km,1%,77,2:12:51,75:07:25,Main group,45,+1'26'',+1'26'',41.61 km/h,20.02 km,5%,77,2:12:51,75:21:06,Main group,58,+1'15'',+1'15'',42.82 km/h,45.58 km,-,77,2:12:51,75:35:58,Main group,39,+0'50'',+0'50'',39.02 km/h,48.53 km,1%,77,2:12:51,75:48:38,Main group,58,+0'40'',+0'40'',50.41 km/h,68.69 km,-5%,77,2:12:51,76:00:35,Main group,75,+0'25'',+0'25'',49.77 km/h,36.50 km,2%,77,2:12:51,76:10:47,Main group,121,+0'00'',+0'00'',42.97 km/h,51.73 km,2%,77,2:12:51,76:17:49,Main group,88,+0'00'',+0'00'',51.25 km/h,68.80 km,-6%,77,2:12:51,76:23:44,Main group,87,+0'00'',+0'00'',55.15 km/h,45.25 km,-1%,77,2:12:51,76:28:23,Main group,62,+0'00'',-,-,-,-,77,2:12:51,76:33:52
